DataSprzedazy,RodzajUbezpieczenia,KwotaSkladki,Region,CzasTrwaniaSprzedazy,PreferowanyKontakt,NowyKlient,SprzedanePolisy,IDSprzedawcy,Kontakt,DecyzjaKlienta
09/01/2023,Majatkowe,120.69,Zachodni,11.00,Telefon,0.00,1.00,18.00,Email,Staly klient - zakup polisy
12/04/2023,Zyciowe,600.25,Wschodni,40.00,Telefon,0.00,0.00,19.00,Telefon,Staly klient - rezygnacja
02/03/2023,Majatkowe,379.02,Wschodni,20.00,Telefon,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
01/04/2023,Majatkowe,689.89,Zachodni,26.00,Osobiscie,1.00,1.00,20.00,Email,Nowy klient - zakup polisy
05/24/2023,Zyciowe,719.45,Zachodni,23.00,Osobiscie,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
03/31/2023,Zyciowe,735.55,Zachodni,50.00,Osobiscie,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
01/28/2023,Zyciowe,434.98,Poludniowy,17.00,Osobiscie,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
05/03/2023,Zyciowe,983.11,Wschodni,55.00,Osobiscie,1.00,0.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
01/15/2023,Majatkowe,604.70,Poludniowy,23.00,Osobiscie,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
03/01/2023,Zyciowe,912.64,Poludniowy,50.00,Osobiscie,1.00,1.00,13.00,Email,Nowy klient - zakup polisy
04/05/2023,Zyciowe,972.62,Pólnocny,25.00,Osobiscie,1.00,1.00,20.00,Email,Nowy klient - zakup polisy
02/17/2023,Majatkowe,403.00,Poludniowy,76.00,Telefon,0.00,0.00,6.00,Telefon,Staly klient - rezygnacja
05/29/2023,Zyciowe,676.77,Pólnocny,84.00,Osobiscie,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
04/19/2023,Majatkowe,841.27,Wschodni,20.00,Telefon,0.00,1.00,20.00,Email,Staly klient - zakup polisy
05/01/2023,Majatkowe,732.82,Pólnocny,60.00,Osobiscie,1.00,1.00,9.00,Email,Nowy klient - zakup polisy
02/18/2023,Zyciowe,775.52,Pólnocny,20.00,Telefon,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
03/27/2023,Majatkowe,970.94,Pólnocny,20.00,Telefon,0.00,1.00,4.00,Osobiscie,Staly klient - zakup polisy
04/26/2023,Zyciowe,787.40,Zachodni,45.00,Osobiscie,0.00,0.00,8.00,Osobiscie,Staly klient - rezygnacja
06/23/2023,Zyciowe,191.80,Wschodni,54.00,Telefon,1.00,0.00,16.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/25/2023,Majatkowe,241.64,Zachodni,63.00,Osobiscie,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
03/22/2023,Majatkowe,338.65,Pólnocny,20.00,Email,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
05/18/2023,Zyciowe,780.23,Pólnocny,60.00,Email,0.00,0.00,19.00,Osobiscie,Staly klient - rezygnacja
01/04/2023,Majatkowe,175.40,Pólnocny,77.00,Telefon,1.00,0.00,11.00,Email,Nowy klient - odmowa zakupu polisy
04/14/2023,Majatkowe,468.68,Poludniowy,13.00,Telefon,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
05/21/2023,Majatkowe,712.94,Wschodni,72.00,Telefon,1.00,0.00,11.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/17/2023,Majatkowe,330.88,Pólnocny,51.00,Email,0.00,0.00,19.00,Telefon,Staly klient - rezygnacja
01/22/2023,Majatkowe,886.46,Pólnocny,18.00,Osobiscie,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
03/15/2023,Zyciowe,500.52,Wschodni,20.00,Telefon,0.00,1.00,4.00,Email,Staly klient - zakup polisy
02/20/2023,Zyciowe,503.29,Wschodni,19.00,Osobiscie,1.00,1.00,18.00,Telefon,Nowy klient - zakup polisy
04/18/2023,Zyciowe,463.12,Wschodni,83.00,Email,1.00,0.00,6.00,Osobiscie,Nowy klient - odmowa zakupu polisy
05/17/2023,Zyciowe,626.47,Pólnocny,58.00,Email,0.00,0.00,19.00,Telefon,Staly klient - rezygnacja
05/20/2023,Zyciowe,770.16,Zachodni,76.00,Email,1.00,0.00,6.00,Telefon,Nowy klient - odmowa zakupu polisy
03/16/2023,Zyciowe,785.73,Zachodni,46.00,Email,0.00,1.00,16.00,Osobiscie,Staly klient - rezygnacja
08/05/2023,Zyciowe,302.84,Pólnocny,12.00,Email,0.00,1.00,18.00,Email,Staly klient - zakup polisy
10/01/2023,Majatkowe,717.36,Pólnocny,68.00,Email,0.00,0.00,11.00,Telefon,Staly klient - rezygnacja
02/21/2023,Zyciowe,738.49,Wschodni,49.00,Osobiscie,0.00,0.00,10.00,Email,Staly klient - rezygnacja
02/06/2023,Majatkowe,468.22,Wschodni,80.00,Osobiscie,1.00,0.00,11.00,Email,Nowy klient - odmowa zakupu polisy
01/18/2023,Zyciowe,793.94,Poludniowy,63.00,Telefon,0.00,0.00,6.00,Email,Staly klient - rezygnacja
05/21/2023,Zyciowe,517.06,Pólnocny,5.00,Osobiscie,0.00,1.00,13.00,Telefon,Staly klient - zakup polisy
08/02/2023,Zyciowe,692.39,Zachodni,10.00,Email,0.00,0.00,13.00,Telefon,Staly klient - rezygnacja
04/16/2023,Zyciowe,714.91,Zachodni,11.00,Osobiscie,0.00,1.00,13.00,Osobiscie,Staly klient - zakup polisy
06/20/2023,Zyciowe,255.07,Wschodni,11.00,Email,1.00,1.00,7.00,Osobiscie,Nowy klient - zakup polisy
04/22/2023,Zyciowe,656.99,Poludniowy,52.00,Email,0.00,1.00,8.00,Osobiscie,Staly klient - rezygnacja
02/13/2023,Majatkowe,806.54,Zachodni,21.00,Telefon,1.00,1.00,14.00,Telefon,Nowy klient - zakup polisy
08/02/2023,Zyciowe,236.35,Wschodni,22.00,Telefon,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
05/01/2023,Zyciowe,615.65,Pólnocny,1.00,Email,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
02/01/2023,Zyciowe,757.20,Zachodni,25.00,Osobiscie,1.00,1.00,14.00,Telefon,Nowy klient - zakup polisy
06/21/2023,Majatkowe,327.53,Zachodni,57.00,Telefon,1.00,0.00,15.00,Telefon,Nowy klient - odmowa zakupu polisy
04/24/2023,Majatkowe,627.67,Wschodni,25.00,Telefon,1.00,0.00,4.00,Osobiscie,Nowy klient - odmowa zakupu polisy
02/18/2023,Majatkowe,230.01,Zachodni,54.00,Telefon,0.00,0.00,19.00,Email,Staly klient - rezygnacja
01/06/2023,Majatkowe,460.74,Pólnocny,11.00,Osobiscie,0.00,0.00,5.00,Email,Staly klient - rezygnacja
06/01/2023,Zyciowe,687.16,Pólnocny,27.00,Telefon,0.00,0.00,4.00,Telefon,Staly klient - rezygnacja
10/04/2023,Zyciowe,605.33,Zachodni,19.00,Osobiscie,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
11/06/2023,Majatkowe,481.15,Pólnocny,24.00,Email,1.00,1.00,14.00,Email,Nowy klient - zakup polisy
05/16/2023,Zyciowe,327.81,Poludniowy,21.00,Osobiscie,0.00,1.00,14.00,Osobiscie,Staly klient - zakup polisy
12/03/2023,Majatkowe,949.35,Poludniowy,72.00,Osobiscie,1.00,1.00,6.00,Email,Nowy klient - odmowa zakupu polisy
05/06/2023,Majatkowe,978.54,Wschodni,56.00,Telefon,1.00,0.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
03/23/2023,Zyciowe,784.65,Wschodni,68.00,Telefon,0.00,0.00,6.00,Osobiscie,Staly klient - rezygnacja
12/03/2023,Zyciowe,783.37,Poludniowy,52.00,Telefon,1.00,1.00,13.00,Telefon,Nowy klient - zakup polisy
06/28/2023,Majatkowe,315.76,Poludniowy,57.00,Telefon,0.00,1.00,16.00,Email,Staly klient - rezygnacja
06/05/2023,Majatkowe,911.16,Wschodni,86.00,Email,1.00,0.00,11.00,Telefon,Nowy klient - odmowa zakupu polisy
08/02/2023,Zyciowe,329.78,Poludniowy,45.00,Osobiscie,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
01/13/2023,Zyciowe,755.98,Wschodni,60.00,Email,1.00,0.00,15.00,Telefon,Nowy klient - odmowa zakupu polisy
05/06/2023,Zyciowe,572.79,Poludniowy,3.00,Osobiscie,0.00,1.00,17.00,Osobiscie,Staly klient - zakup polisy
02/13/2023,Majatkowe,382.77,Zachodni,50.00,Telefon,1.00,0.00,12.00,Osobiscie,Nowy klient - odmowa zakupu polisy
02/21/2023,Zyciowe,644.75,Pólnocny,25.00,Telefon,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
05/06/2023,Zyciowe,354.03,Zachodni,84.00,Email,0.00,0.00,6.00,Email,Staly klient - rezygnacja
03/17/2023,Zyciowe,519.87,Poludniowy,61.00,Email,1.00,0.00,6.00,Telefon,Nowy klient - odmowa zakupu polisy
03/30/2023,Majatkowe,865.03,Poludniowy,59.00,Email,1.00,0.00,17.00,Email,Nowy klient - odmowa zakupu polisy
03/06/2023,Majatkowe,532.02,Poludniowy,12.00,Telefon,0.00,0.00,12.00,Email,Staly klient - rezygnacja
11/02/2023,Zyciowe,305.82,Wschodni,8.00,Telefon,0.00,1.00,13.00,Osobiscie,Staly klient - zakup polisy
01/05/2023,Zyciowe,115.58,Pólnocny,30.00,Telefon,0.00,1.00,20.00,Telefon,Staly klient - zakup polisy
03/30/2023,Majatkowe,600.95,Zachodni,2.00,Email,0.00,1.00,15.00,Email,Staly klient - zakup polisy
05/06/2023,Zyciowe,674.11,Wschodni,11.00,Email,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
06/05/2023,Majatkowe,600.31,Pólnocny,28.00,Email,1.00,1.00,3.00,Email,Nowy klient - zakup polisy
02/25/2023,Majatkowe,206.85,Pólnocny,5.00,Osobiscie,0.00,1.00,15.00,Telefon,Staly klient - zakup polisy
03/26/2023,Zyciowe,793.60,Pólnocny,24.00,Email,0.00,0.00,4.00,Telefon,Staly klient - rezygnacja
02/17/2023,Majatkowe,835.48,Zachodni,43.00,Telefon,0.00,1.00,10.00,Osobiscie,Staly klient - rezygnacja
02/23/2023,Majatkowe,854.75,Poludniowy,4.00,Telefon,0.00,0.00,15.00,Telefon,Staly klient - rezygnacja
03/13/2023,Majatkowe,698.35,Poludniowy,61.00,Telefon,1.00,0.00,6.00,Telefon,Nowy klient - odmowa zakupu polisy
02/01/2023,Zyciowe,805.46,Pólnocny,60.00,Telefon,0.00,0.00,19.00,Email,Staly klient - rezygnacja
12/02/2023,Zyciowe,947.39,Wschodni,60.00,Email,1.00,0.00,16.00,Email,Nowy klient - odmowa zakupu polisy
01/28/2023,Majatkowe,581.98,Pólnocny,43.00,Telefon,0.00,1.00,8.00,Osobiscie,Staly klient - rezygnacja
01/04/2023,Zyciowe,179.96,Wschodni,47.00,Email,1.00,0.00,16.00,Telefon,Nowy klient - odmowa zakupu polisy
06/03/2023,Zyciowe,207.88,Zachodni,60.00,Telefon,0.00,1.00,16.00,Osobiscie,Staly klient - rezygnacja
02/17/2023,Zyciowe,189.41,Zachodni,51.00,Telefon,1.00,1.00,15.00,Telefon,Nowy klient - zakup polisy
01/04/2023,Zyciowe,351.63,Zachodni,50.00,Email,1.00,0.00,12.00,Telefon,Nowy klient - odmowa zakupu polisy
02/15/2023,Zyciowe,291.05,Pólnocny,51.00,Osobiscie,1.00,1.00,9.00,Email,Nowy klient - zakup polisy
11/06/2023,Majatkowe,327.34,Zachodni,24.00,Osobiscie,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
01/28/2023,Zyciowe,310.38,Zachodni,21.00,Osobiscie,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
05/31/2023,Zyciowe,827.46,Zachodni,26.00,Telefon,0.00,0.00,4.00,Email,Staly klient - rezygnacja
05/03/2023,Zyciowe,406.07,Wschodni,11.00,Osobiscie,0.00,0.00,13.00,Osobiscie,Staly klient - rezygnacja
03/06/2023,Majatkowe,856.30,Pólnocny,11.00,Osobiscie,0.00,1.00,7.00,Email,Staly klient - zakup polisy
11/05/2023,Zyciowe,636.87,Zachodni,25.00,Osobiscie,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
06/17/2023,Zyciowe,820.48,Wschodni,51.00,Telefon,0.00,0.00,19.00,Telefon,Staly klient - rezygnacja
08/01/2023,Majatkowe,667.68,Poludniowy,5.00,Osobiscie,0.00,1.00,17.00,Osobiscie,Staly klient - zakup polisy
03/03/2023,Zyciowe,311.01,Wschodni,47.00,Email,1.00,0.00,16.00,Email,Nowy klient - odmowa zakupu polisy
05/28/2023,Zyciowe,212.48,Zachodni,20.00,Osobiscie,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
06/25/2023,Majatkowe,291.30,Poludniowy,47.00,Osobiscie,1.00,1.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
10/02/2023,Zyciowe,624.69,Pólnocny,8.00,Email,0.00,1.00,9.00,Telefon,Staly klient - zakup polisy
06/15/2023,Majatkowe,393.25,Pólnocny,12.00,Telefon,0.00,1.00,2.00,Email,Staly klient - zakup polisy
06/18/2023,Majatkowe,501.66,Pólnocny,60.00,Telefon,1.00,0.00,19.00,Telefon,Nowy klient - odmowa zakupu polisy
05/19/2023,Zyciowe,407.57,Wschodni,23.00,Telefon,1.00,1.00,14.00,Telefon,Nowy klient - zakup polisy
01/28/2023,Majatkowe,522.74,Zachodni,26.00,Osobiscie,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
04/20/2023,Zyciowe,712.16,Wschodni,51.00,Email,0.00,0.00,16.00,Telefon,Staly klient - rezygnacja
05/05/2023,Majatkowe,176.61,Pólnocny,24.00,Telefon,1.00,1.00,4.00,Email,Nowy klient - zakup polisy
11/03/2023,Majatkowe,770.27,Poludniowy,79.00,Email,1.00,0.00,11.00,Telefon,Nowy klient - odmowa zakupu polisy
10/02/2023,Zyciowe,814.20,Pólnocny,55.00,Email,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
02/06/2023,Zyciowe,189.49,Wschodni,42.00,Osobiscie,1.00,0.00,19.00,Email,Nowy klient - odmowa zakupu polisy
05/22/2023,Majatkowe,290.29,Wschodni,5.00,Osobiscie,0.00,1.00,13.00,Telefon,Staly klient - zakup polisy
02/25/2023,Majatkowe,271.29,Zachodni,54.00,Osobiscie,1.00,0.00,16.00,Telefon,Nowy klient - odmowa zakupu polisy
04/21/2023,Majatkowe,777.45,Wschodni,23.00,Telefon,1.00,1.00,14.00,Osobiscie,Nowy klient - zakup polisy
02/24/2023,Zyciowe,424.49,Zachodni,46.00,Osobiscie,0.00,1.00,8.00,Osobiscie,Staly klient - rezygnacja
07/01/2023,Majatkowe,197.53,Zachodni,59.00,Email,0.00,0.00,8.00,Email,Staly klient - rezygnacja
06/14/2023,Zyciowe,844.54,Pólnocny,64.00,Telefon,1.00,0.00,11.00,Email,Nowy klient - odmowa zakupu polisy
10/03/2023,Zyciowe,204.64,Wschodni,57.00,Telefon,1.00,1.00,5.00,Telefon,Nowy klient - zakup polisy
02/02/2023,Majatkowe,705.33,Poludniowy,30.00,Email,1.00,1.00,14.00,Osobiscie,Nowy klient - zakup polisy
02/20/2023,Majatkowe,515.66,Wschodni,30.00,Email,1.00,0.00,4.00,Email,Nowy klient - odmowa zakupu polisy
12/06/2023,Zyciowe,668.15,Zachodni,10.00,Telefon,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
03/21/2023,Majatkowe,723.48,Wschodni,20.00,Osobiscie,0.00,1.00,14.00,Telefon,Staly klient - zakup polisy
09/06/2023,Zyciowe,369.60,Zachodni,15.00,Osobiscie,0.00,0.00,17.00,Email,Staly klient - rezygnacja
07/06/2023,Majatkowe,971.40,Wschodni,24.00,Email,1.00,1.00,3.00,Telefon,Nowy klient - zakup polisy
02/20/2023,Zyciowe,179.09,Zachodni,18.00,Telefon,0.00,1.00,7.00,Telefon,Staly klient - zakup polisy
06/24/2023,Zyciowe,808.56,Wschodni,7.00,Osobiscie,0.00,0.00,13.00,Telefon,Staly klient - rezygnacja
07/03/2023,Majatkowe,214.31,Pólnocny,45.00,Email,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
03/21/2023,Majatkowe,597.85,Wschodni,12.00,Osobiscie,1.00,1.00,2.00,Telefon,Nowy klient - zakup polisy
02/13/2023,Zyciowe,762.16,Pólnocny,84.00,Telefon,0.00,0.00,1.00,Telefon,Staly klient - rezygnacja
01/17/2023,Zyciowe,567.78,Pólnocny,56.00,Email,1.00,1.00,19.00,Email,Nowy klient - odmowa zakupu polisy
03/30/2023,Majatkowe,666.05,Pólnocny,50.00,Telefon,1.00,1.00,17.00,Telefon,Nowy klient - zakup polisy
07/05/2023,Zyciowe,795.00,Pólnocny,19.00,Osobiscie,1.00,1.00,2.00,Email,Nowy klient - zakup polisy
05/21/2023,Majatkowe,645.45,Pólnocny,45.00,Telefon,0.00,1.00,8.00,Osobiscie,Staly klient - rezygnacja
03/28/2023,Majatkowe,517.20,Poludniowy,30.00,Email,1.00,0.00,3.00,Osobiscie,Nowy klient - odmowa zakupu polisy
05/31/2023,Majatkowe,937.17,Wschodni,58.00,Telefon,1.00,0.00,9.00,Telefon,Nowy klient - odmowa zakupu polisy
02/04/2023,Zyciowe,878.14,Zachodni,27.00,Email,1.00,1.00,20.00,Osobiscie,Nowy klient - zakup polisy
01/20/2023,Majatkowe,582.26,Zachodni,19.00,Osobiscie,1.00,1.00,7.00,Telefon,Nowy klient - zakup polisy
04/30/2023,Majatkowe,678.71,Poludniowy,14.00,Email,0.00,0.00,13.00,Osobiscie,Staly klient - rezygnacja
01/27/2023,Zyciowe,174.98,Wschodni,48.00,Telefon,0.00,1.00,8.00,Telefon,Staly klient - rezygnacja
03/24/2023,Zyciowe,247.24,Wschodni,59.00,Osobiscie,1.00,0.00,8.00,Telefon,Nowy klient - odmowa zakupu polisy
10/05/2023,Zyciowe,398.22,Wschodni,60.00,Osobiscie,1.00,1.00,15.00,Osobiscie,Nowy klient - zakup polisy
03/15/2023,Majatkowe,837.07,Wschodni,9.00,Email,0.00,1.00,9.00,Telefon,Staly klient - zakup polisy
07/04/2023,Zyciowe,958.81,Zachodni,19.00,Telefon,1.00,1.00,18.00,Email,Nowy klient - zakup polisy
06/23/2023,Zyciowe,190.64,Zachodni,12.00,Osobiscie,0.00,1.00,18.00,Telefon,Staly klient - zakup polisy
11/06/2023,Zyciowe,803.64,Zachodni,12.00,Email,0.00,1.00,17.00,Email,Staly klient - zakup polisy
09/02/2023,Zyciowe,376.78,Pólnocny,52.00,Telefon,1.00,1.00,9.00,Email,Nowy klient - zakup polisy
06/03/2023,Zyciowe,215.00,Pólnocny,77.00,Email,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
05/26/2023,Majatkowe,888.81,Pólnocny,68.00,Email,0.00,0.00,11.00,Email,Staly klient - rezygnacja
11/05/2023,Majatkowe,865.98,Zachodni,29.00,Telefon,1.00,1.00,4.00,Telefon,Nowy klient - zakup polisy
03/14/2023,Majatkowe,730.89,Zachodni,43.00,Email,1.00,0.00,10.00,Email,Nowy klient - odmowa zakupu polisy
02/20/2023,Majatkowe,609.15,Pólnocny,54.00,Telefon,0.00,0.00,10.00,Osobiscie,Staly klient - rezygnacja
11/04/2023,Majatkowe,396.37,Wschodni,9.00,Osobiscie,0.00,1.00,15.00,Telefon,Staly klient - zakup polisy
05/29/2023,Majatkowe,881.12,Wschodni,3.00,Email,0.00,0.00,12.00,Email,Staly klient - rezygnacja
05/14/2023,Zyciowe,471.19,Poludniowy,50.00,Osobiscie,0.00,0.00,8.00,Telefon,Staly klient - rezygnacja
05/06/2023,Zyciowe,544.07,Pólnocny,58.00,Email,1.00,1.00,15.00,Telefon,Nowy klient - zakup polisy
06/26/2023,Zyciowe,762.48,Wschodni,59.00,Telefon,1.00,0.00,8.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/17/2023,Zyciowe,118.30,Wschodni,53.00,Email,1.00,1.00,13.00,Telefon,Nowy klient - zakup polisy
04/16/2023,Majatkowe,578.49,Pólnocny,3.00,Osobiscie,0.00,0.00,12.00,Telefon,Staly klient - rezygnacja
04/13/2023,Zyciowe,405.76,Pólnocny,51.00,Email,1.00,0.00,15.00,Telefon,Nowy klient - odmowa zakupu polisy
01/27/2023,Majatkowe,227.34,Zachodni,9.00,Telefon,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
10/05/2023,Zyciowe,553.94,Poludniowy,59.00,Telefon,1.00,0.00,17.00,Email,Nowy klient - odmowa zakupu polisy
09/03/2023,Majatkowe,314.43,Wschodni,73.00,Email,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
06/27/2023,Majatkowe,424.58,Wschodni,9.00,Email,0.00,0.00,17.00,Osobiscie,Staly klient - rezygnacja
09/06/2023,Majatkowe,873.59,Wschodni,50.00,Telefon,0.00,0.00,8.00,Telefon,Staly klient - rezygnacja
05/22/2023,Zyciowe,932.02,Pólnocny,20.00,Osobiscie,0.00,1.00,7.00,Email,Staly klient - zakup polisy
02/27/2023,Zyciowe,718.28,Zachodni,10.00,Email,0.00,1.00,7.00,Osobiscie,Staly klient - zakup polisy
05/13/2023,Zyciowe,664.84,Poludniowy,84.00,Osobiscie,1.00,0.00,11.00,Osobiscie,Nowy klient - odmowa zakupu polisy
09/02/2023,Majatkowe,404.43,Wschodni,60.00,Osobiscie,0.00,0.00,1.00,Osobiscie,Staly klient - rezygnacja
01/22/2023,Zyciowe,198.38,Poludniowy,59.00,Osobiscie,1.00,0.00,5.00,Email,Nowy klient - odmowa zakupu polisy
03/30/2023,Majatkowe,253.59,Poludniowy,58.00,Telefon,1.00,1.00,9.00,Osobiscie,Nowy klient - zakup polisy
07/04/2023,Majatkowe,189.19,Pólnocny,58.00,Osobiscie,1.00,1.00,5.00,Telefon,Nowy klient - zakup polisy
03/21/2023,Majatkowe,539.42,Wschodni,52.00,Email,1.00,0.00,15.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/24/2023,Majatkowe,302.49,Wschodni,56.00,Osobiscie,1.00,0.00,13.00,Osobiscie,Nowy klient - odmowa zakupu polisy
03/31/2023,Zyciowe,485.17,Pólnocny,13.00,Osobiscie,0.00,0.00,5.00,Osobiscie,Staly klient - rezygnacja
11/04/2023,Zyciowe,768.66,Zachodni,19.00,Osobiscie,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
12/05/2023,Zyciowe,993.05,Poludniowy,28.00,Telefon,1.00,1.00,3.00,Email,Nowy klient - zakup polisy
03/18/2023,Zyciowe,188.27,Zachodni,46.00,Email,1.00,0.00,16.00,Telefon,Nowy klient - odmowa zakupu polisy
04/21/2023,Majatkowe,342.71,Wschodni,6.00,Osobiscie,0.00,0.00,15.00,Osobiscie,Staly klient - rezygnacja
02/24/2023,Zyciowe,382.23,Wschodni,17.00,Email,0.00,1.00,2.00,Email,Staly klient - zakup polisy
08/05/2023,Zyciowe,353.31,Poludniowy,46.00,Osobiscie,1.00,0.00,10.00,Telefon,Nowy klient - odmowa zakupu polisy
04/20/2023,Zyciowe,872.72,Wschodni,12.00,Osobiscie,0.00,1.00,7.00,Email,Staly klient - zakup polisy
03/06/2023,Zyciowe,141.97,Wschodni,22.00,Email,0.00,0.00,4.00,Osobiscie,Staly klient - rezygnacja
04/25/2023,Majatkowe,636.13,Poludniowy,15.00,Osobiscie,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
01/14/2023,Majatkowe,567.29,Wschodni,14.00,Telefon,0.00,0.00,13.00,Telefon,Staly klient - rezygnacja
06/17/2023,Majatkowe,476.88,Zachodni,13.00,Email,1.00,1.00,18.00,Telefon,Nowy klient - zakup polisy
06/20/2023,Zyciowe,257.84,Zachodni,60.00,Email,0.00,0.00,8.00,Email,Staly klient - rezygnacja
04/01/2023,Majatkowe,204.12,Zachodni,52.00,Email,0.00,0.00,10.00,Email,Staly klient - rezygnacja
10/04/2023,Zyciowe,512.46,Pólnocny,12.00,Email,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
06/02/2023,Zyciowe,214.33,Pólnocny,21.00,Osobiscie,0.00,0.00,3.00,Telefon,Staly klient - rezygnacja
02/23/2023,Majatkowe,755.86,Wschodni,54.00,Email,1.00,0.00,19.00,Osobiscie,Nowy klient - odmowa zakupu polisy
04/13/2023,Majatkowe,521.54,Zachodni,27.00,Telefon,0.00,1.00,14.00,Email,Staly klient - zakup polisy
02/28/2023,Zyciowe,389.40,Poludniowy,53.00,Osobiscie,1.00,0.00,5.00,Telefon,Nowy klient - odmowa zakupu polisy
06/14/2023,Zyciowe,478.55,Poludniowy,29.00,Telefon,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
04/24/2023,Majatkowe,471.96,Pólnocny,90.00,Email,1.00,0.00,1.00,Email,Nowy klient - odmowa zakupu polisy
06/27/2023,Zyciowe,582.65,Zachodni,30.00,Osobiscie,0.00,1.00,20.00,Osobiscie,Staly klient - zakup polisy
05/13/2023,Majatkowe,343.12,Zachodni,52.00,Telefon,1.00,1.00,17.00,Osobiscie,Nowy klient - zakup polisy
03/16/2023,Majatkowe,558.92,Poludniowy,60.00,Telefon,1.00,1.00,8.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/01/2023,Zyciowe,613.82,Zachodni,18.00,Email,1.00,1.00,7.00,Email,Nowy klient - zakup polisy
01/27/2023,Zyciowe,849.23,Poludniowy,10.00,Telefon,0.00,0.00,17.00,Telefon,Staly klient - rezygnacja
05/03/2023,Majatkowe,919.65,Wschodni,18.00,Email,0.00,1.00,2.00,Osobiscie,Staly klient - zakup polisy
10/03/2023,Zyciowe,768.61,Zachodni,18.00,Osobiscie,0.00,1.00,18.00,Osobiscie,Staly klient - zakup polisy
09/02/2023,Majatkowe,921.05,Poludniowy,49.00,Email,0.00,0.00,8.00,Osobiscie,Staly klient - rezygnacja
04/27/2023,Zyciowe,885.18,Wschodni,40.00,Osobiscie,0.00,0.00,8.00,Osobiscie,Staly klient - rezygnacja
03/29/2023,Zyciowe,548.62,Zachodni,2.00,Osobiscie,0.00,1.00,5.00,Email,Staly klient - zakup polisy
11/04/2023,Zyciowe,752.98,Poludniowy,23.00,Email,1.00,0.00,3.00,Telefon,Nowy klient - odmowa zakupu polisy
02/19/2023,Zyciowe,343.45,Poludniowy,18.00,Email,0.00,1.00,18.00,Telefon,Staly klient - zakup polisy
01/04/2023,Zyciowe,570.05,Wschodni,21.00,Osobiscie,0.00,1.00,3.00,Osobiscie,Staly klient - zakup polisy
01/13/2023,Majatkowe,949.50,Poludniowy,26.00,Telefon,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
05/19/2023,Majatkowe,850.66,Wschodni,51.00,Telefon,0.00,1.00,10.00,Telefon,Staly klient - rezygnacja
06/05/2023,Zyciowe,205.55,Poludniowy,69.00,Email,1.00,0.00,1.00,Osobiscie,Nowy klient - odmowa zakupu polisy
06/22/2023,Zyciowe,947.62,Poludniowy,27.00,Telefon,1.00,1.00,20.00,Telefon,Nowy klient - zakup polisy
04/19/2023,Majatkowe,817.00,Wschodni,2.00,Osobiscie,0.00,0.00,13.00,Email,Staly klient - rezygnacja
04/25/2023,Zyciowe,445.25,Wschodni,79.00,Email,0.00,0.00,6.00,Telefon,Staly klient - rezygnacja
01/06/2023,Majatkowe,387.06,Zachodni,5.00,Telefon,0.00,1.00,17.00,Email,Staly klient - zakup polisy
04/19/2023,Majatkowe,198.47,Poludniowy,8.00,Osobiscie,0.00,0.00,12.00,Email,Staly klient - rezygnacja
